,A,A,A,,
122,I hate to be controlled.,私は、コントロールされるのは大嫌いである。,自己確信,,
123,I keep away from dirty people.,私は、整理整頓のできない人間は避ける。,規律性,,
124,I ask someone for help when the situation is not uncertain.,明確な方向性が見えないときは、何が正しいかを知っている人の助言を求めることが多い。,活発性(?),,
125,Aimless person makes me feel impatient.,私は、自分の目標を見出せないでいる人にはいらいらする。,目標志向,,
126,I prefer easy courses.,私は、簡単な課程を選ぶ。,アレンジ,,
127,I hate deadline.,私は、締め切りが嫌いである。,内省,,
128,I encourage others.,私は、人を勇気づける。,ポジティブ,,
129,I trust others too much.,私は、人を信用しすぎる。,親密性,,
130,I am encourged by what I experienced in the past.,過去に起こったでき事が、私をやる気にさせる。,原点思考,,
131,Imminent pressure makes me more focused.,締め切り直前のプレッシャーが、私の集中力を強化する。,規律性,,
132,I think most of people would steal if circumstances is allowed.,もしも状況が許すのであれば、ほとんどの人がものを盗むと思う。,信念,,
133,My greatest desire is to love my work.,仕事にわくわくできることが、私が最も強く望むことである。,学習欲,,
134,I am a reasonable person.,私は、分別のある人間である。,公平性,,
135,I am concerned about this moment.,私の考えとエネルギーの大半は、今現在に振り向けられている。,適応性,,
136,I feel satisfied if I do my best.,最善を尽くした時には、満足を感じる。,戦略性(?),,
137,I am strongly inquisitive.,私は、学びたいという強い欲求を持つ。,学習欲,,
138,I usually think about causation.,私は、因果関係についてよく考える。,原点思考,,
139,I am looking for the reason how I failed.,私は、なぜ失敗したかを明らかにする。,回復志向,,
140,I am not totally satisfied with my life.,私は、人生の中で、不満を感じる部分がある。,公平性,,
141,I persue responsibility.,私は、自分にも相手にも責任を求める。,責任感,,
142,I get along with everyone.,私は、人に合わせることができる。,調和性,,
143,I take 25% of time thinking about the future.,私は、自分の時間の1/4を、将来について考えることに費やしている。,戦略性(?),,
144,I encourage friends to excute and act.,私は、友人をやる気にさせ、行動を起こさせる。,成長促進,,
145,I express dissatisfaction if necessary.,必要なら、苦情を申し出る。,指令性,,
146,I totally work 40-50 hours a week.,日中だけでなく、夕方と週末にする仕事も合わせると、私の通常の勤務時間は一週間あたり40-50時間になる。,アレンジ(?),,
147,I always smile.,私は、気楽な性分である。,ポジティブ,,
148,It is easy for me to excute a new task.,私はにとって、新たな任務に取りかかることは簡単である。,活発性,,
149,I get along with everyone well.,私は、誰とでもうまくつきあえる。,社交性,,
150,I cry easily.,私は、すぐ泣く。,共感性,,
151,I sit on the sidelines of life .,私は、人生を見物している。,未来志向,?,
152,I concentrate my attention on work without getting rest if necessary.,私は、必要なら、一晩中でも仕事に集中することができる。,達成欲,,
153,My achievements are extraordinary.,私は、何事を達成するにもトップである。,競争性,,
154,I am more smarter than others.,私は、人を出し抜くことができる。,自我,,
155,I do many things at the same time with the highest efficiency.,私は、同時に複数の事柄が進行している時、最も良い成果が出せる。,アレンジ,,
156,There was a teacher or coach who really concern about me.,とても私のことを気遣ってくれた先生やコーチがいた。,共感性(?),,
157,I am good at initiating.,私は、物事に先鞭をつける（他に先んじて着手する）のが上手い。,戦略性,,
158,I am good at making everyone to participate event.,私は、何かプロジェクトがあった時、そのために人を募るのがうまい。,社交性,,
159,I often think about numbers.,私は、よく数字のことを考える。,分析思考,,
160,I prefer to discuss thoughts.,私は、知的な議論をより好む。,収集心,,
161,My vocabularies are philosophical.,私が使う言葉は、人に知的刺激を与える。,分析思考,,
162,I use short vocabularies.,私の使う言葉は、簡潔で、わかりやすい。,コミュニケーション,,
163,I can easily put thought into words.,私にとって、自分の考えを言葉することは簡単だ。,コミュニケーション,,
164,I love to read.,私は、読書が大好きである。,学習欲,,
165,My brain works anytime.,私の頭は、つねに働いている。,内省,,
166,I like to listen to others.,私は、講義が好きである。,学習欲,,
167,I like to learn.,私は、勉強するのが好きである。,学習欲,,
168,I strongly desire to know more.,私は、強い知識欲を持っている。,収集心,,
169,I always finish work on time.,私は、いつも締め切りに間に合わせる。,規律性,,
170,New opinions make me excited.,一つの新しいアイディアで、私の一日が充実する。,着想,,
171,I think I come up with most ideas when getting along with others.,グループの中で、他のメンバーよりも私の方が多くのアイディアを持っていることが多いようである。,着想,,
172,I absorb new knowledges continuously.,私は、つねに新しい情報を吸収している。,収集心,,
173,The most important thing is to win.,私にとって、勝利がすべてである。,競争性,,
174,My philosophy of life guides my life.,私の哲学が、私の人生を方向づけてくれる。,信念,,
175,I think alone at least five hours per week.,毎週、少なくとも5時間は、一人になって様々なことを考えている。,内省,,
176,I understand my own strengths more than weaknesses.,私は、自分の短所よりも長所の方をよく知っている。,最上志向,,
177,I do not care about whether other like me.,私は、人が自分を好いているかどうか、全く気にしない。,指令性,,
1,I select the gift which everyone may is fond of.,私は、ほとんどの人が好みそうな物を贈る。,公平性,,
2,I like to get along with someone who knows historical allusions well.,私は、歴史家と交流するのが好きである。,原点思考,,
3,I want people adore me.,私は、人から敬愛されたい。,自我,,
4,I enjoy participating the game.,私は、ゲームに参加するのが好きである。,戦略性,,
5,I execute slowly but effectively.,私の仕事のペースは早くはないが、成果は安定している。,アレンジ,,
6,I ponder on what I should improve.,私は、自分の改善すべき点について考える。,回復志向,,
7,I am a reasonable person.,私は、論理的な人間である。,分析思考,,
8,I accept to various people.,私は、色々なタイプの人間を受け入れる。,包含,,
9,To talk to strangers makes me excited.,初めて知り合った人と、会話を始めるのはわくわくする。,社交性,,
10,I think that I am competent.,私は、能力のある人間であると感じる。,自己確信,,
11,I work on my own.,私は、一人で物事をやり遂げる。,責任感,,
12,I make people feel accomplished.,私は、その人が成功していると実感させることができる。,成長促進,,
13,My ambition guides my way to life.,野心が私の人生の活力となっている。,競争性,,
14,I want to be a leader.,私は、リーダーでありたい。,指令性,,
15,I views things in different opinions.,私は、いろいろな角度から物事を見るのが大好きである。,着想,,
16,I insist on my value.,私は、自分の価値観のために全力を尽くす。,信念,,
17,I hope my family have carefree life.,私は、家族には最高のものを与えたい。,信念,,
18,I spend time considering my future expressly.,私は、将来について計画を立てる時間をあけている。,目標志向,,
19,I make someone calm down.,私は、人を落ち着かせることができる。,運命思考,,
20,I excute after comfirming if I am correct.,私は行動を起こす前に、それが正しいことであるかを確かめる必要がある。,慎重さ,,
21,"I corresponds to the situation, not losing sight of the overall picture of things.",私は、状況に対応し、物事の全体像を見失うことはない。,戦略性,,
22,"In my opinion, COINCIDENCE is just a fluke. ",私にとって、偶然は、まさに「運」や「チャンス」、「まぐれ」など思いがけない出来事である。,運命思考,,
23,I am a good listener.,私は、聞き上手である。,親密性,,
24,I like to be commended.,人に、ほめられたり、表彰されることが好きである。,自我,,
25,I like to work.,私は、仕事をするのが好きである。,達成欲,,
26,"I am innovative and have strategic vision, I understand the issues also the rules.",私は、創造的、戦略的な考え方をする人間であり、自ずと問題やパターンが見えて来る。,戦略性,,
27,I understand all the factors that affect the situation.,私には、状況に影響を及ぼしている全ての要因がわかる。,原点思考,,
28,I connect interpersonal communication.,私は、人と人の間をとりもつのが得意である。,社交性,,
29,I feel insignificant in front of a big shot.,私は、高名なリーダーの前では、怖じ気づいてしまう。,自我,,
30,I am able to love everyone.,私には、どんな人でも愛せる能力がある。,包含,,
31,I bring joy to others.,私は、人を幸せにする。,調和性,,
32,I am more maturer than my colleagues or friends.,私は、同僚や友人に比べ、大人である。,調和性,,
33,I like to arrange things for others.,私は、人のために段取りや下準備をして上げるのが好きである。,収集心,,
34,My future has nothing to do with my past.,私の将来は、過去には依存しないと思う。,未来志向,,
35,I get my feet back on the ground.,私は、現実的な人間である。,分析思考,,
36,I work just for earning my bread.,仕事は、生計を立てるための手段にすぎない。,アレンジ,,
37,I feel guilty when I think I did something wrong.,私が何か間違いを犯したと思ったとき、強い罪悪感を感じる。,責任感,,
38,I analyze. ,私は、分析するタイプである。,分析思考,,
39,"I listen to others, so that they feel that being understood.",私が相手の話によく耳を傾けるため、彼らは理解してもらえたと感じる。,親密性,,
40,I prefer to associate with whom is diligent and successful.,私は、一生懸命に物事を成し遂げていく人とつきあいたい。,最上志向,,
41,I like to make people feel accomplished.,私は、相手が成功していると感じさせるのが楽しい。,成長促進,,
42,I adopt a reliable and accurate information.,私は、十分調査された、正確な情報を用いる。,分析思考,,
43,I believe I link up all human beings in the world.,私は、人類すべての人々とつながりを持っていると信じている。,運命思考,,
44,Friends always ask me for advice.,私は、友人にアドバイスを求められる。,共感性,,
45,I feel uncomfortable if someone is edged out.,取り残されている人がいると、気の毒に思う。,包含,,
46,"I am patient, everyone knows that I spend more time in work than other do.",私は、スタミナがあり、ほとんどの人より、常により多く長く働くことで知られている。,達成欲,,
47,Anythings humanistic strongly attract me.,人間についての考察なら、どんなものにも興味がある。,個別化,,
48,I am very stubborn.,私は、非常に頑固な人間である。,自己確信,,
49,I learn and grow through.,私は、何か学ぶことによって成長する。,学習欲,,
50,I become mature bygo step by step learing.,私は、1日1日の積み重ねにより将来を発見していくと思う。,適応性,,
51,I would imagine how to deal with what might be happened in the future.,私は、将来起こることに、自分がどのように対応するかを想像してみる。,戦略性,,
52,I get along with people well after understanding their goal.,人の目標を知ることで、よい関係を築ける。,目標志向,,
53,I practice restraint in my friendships.,私は、友人は慎重に選んでいる。,慎重さ,,
54,It is important to me to be regarded as reliable and successful person.,信頼できる専門家で成功した人と認められることは、私にとって非常に重要である。,自我,,
55,I like to learn about the world population prospect in 50 years.,50年後の世界人口の構成がどうなっているかを理解することは楽しい。,戦略性,,
56,I have enthusiasm about incidents which inflence me.,私は自分の自制に影響を及ぼすような問題に熱心に取り組む。,回復志向(?),,
57,I improve by overcoming my weakness.,私は自分の弱点を克服することにより前進する。,回復志向,,
58,I like to go with the flow.,私は、状況に応じて行動することを好む。,適応性,,
59,I do things in routine.,私は、物事を行うのに決まったやり方を定める。,公平性,,
60,Tears are a part of my life.,涙は、私の人生に存在する。,個別化,,
61,I like cleaning.,私は、掃除するのが楽しい。,規律性,,
62,Money does not equal to happiness.,幸せはお金ではない。,運命思考(?),,
63,Others ask me for advices.,私は、人から意見を求められる。,着想,,
64,I am convinced that I should understand everyone's characteristics and praise them individually.,私は、一人一人の個性を見出し、それぞれにあった方法で意欲づけることが重要であると信じている。,個別化,,
65,Answer would appear even I do nothing.,私には、自然に回答と重要な点が見えてくる。,戦略性,,
66,I have always been very careful to praise others.,私は、よく見極めた上で褒める。,個別化,,
67,I am satisfied if lead someone in a competition.,私は、競争で、トップグループの中に入れれば満足である。,競争性,,
68,I treat different people equally.,私には、様々なタイプ人間を同時に扱う才能がある。,公平性,,
69,I am an an adventurist.,私は、スリルを追い求めるタイプである。,活発性,,
70,I like to talk with colleagues.,私は、同僚とスケールの大きいアイディアについて話し合うのが楽しい。,着想,,
71,I do not like some people with no reason.,私には、嫌いな人がいる。彼らとは気が合わない。,指令性(?),,
72,I make major decisions depends on sanity.,重要な決定を下すときは、頭で考える。,内省,,
73,I set the priority then take actions.,私は、物事を優先づけてから行動する。,アレンジ,,
74,I want everyone to like me.,私は、皆に好かれたい。,社交性,,
75,I am dedicated in completing my mission.,使命感が私の強い動機付けになる。,運命思考,,
76,My duty depends on demand several elements every day.,私が毎日することは、私以外の外部要因で決められる。,適応性,,
77,I live for the future.,私は、将来のために生きている。,未来志向,,
78,I am able to focus on what I am interested in.,私は、興味ある事柄であれば、それに集中することができる。,収集心(?),,
79,I prefer to deal with adults.,私は、大人とつきあう方を好む。,自我,,
80,I prefer teamwork.,私は、チームメンバーとして働く方を好む。,調和性,,
81,I do self-examination.,私は、自分の内面を見つめる人間である。,内省,,
82,I am ebullient.,私は、生き生きとした人間である。,ポジティブ,,
83,I am full of enthusiasm for justice.,私は、暴力を一掃することについて熱心である。,信念,,
84,I like to listen to what people saying.,私は、人の話を聞くのが好きである。,親密性,,
85,I am a good coach.,私は、良いコーチである。,成長促進,,
86,I am worried about my future.,私は、自分の将来が不安だ。,未来志向,,
87,I like thinking.,私は、考えるのが好きである。,内省,,
88,I can complete all the things.,私は、物語を最後まで成し遂げるタイプである。,達成欲,,
89,My thinking ways are creative and strategic.,私は、創造的、戦略的なものの考え方をする人間である。,戦略性,,
90,I am looking for who appreciate my strengths.,私は、自分の長所を認めてくれる人を選び、付き合う。,最上志向,,
91,I think it is necessary to sacrifice for others.,私は、人のために自分を犠牲にしなければならないと感じる。,信念,,
92,I like to work with friends.,私は、友人と一生懸命仕事をするのが好きである。,包含,,
93,It is difficult to me to talk abou find it difficult for others to talk about myself to others.,私は、自分のことを話すのは苦手である。,慎重さ,,
94,I am a serious person.,私は、まじめな人間である。,責任感,,
95,I love to go outside.,私は、外出するのが大好きである。,活発性,,
96,I used to check repeatedly to ensure that everything in organization.,間違いがないかどうか、必要なだけ確かめるのが私の性格である。,慎重さ,,
97,I treat everyone equally.,私は、皆を平等に扱う。,公平性,,
98,I enfance my ability to success.,私は、自分の才能をのばしていくことにより、物事をやり遂げる。,最上志向,,
99,"When encounter dilemma but to complete the mission, I almost rely on teamwork.",困難な状況下で、完璧に物事を行わなければならない時、私は、自分で全てをやろうとせずに、チームメンバーたちの力を借りようとする。,アレンジ,,
100,I become outgoing if necessary.,私は、必要があれば、外向的になれる。,収集心(?),,
101,"Compare to the amout of friends, I would like sincere friends. ",自分にとって非常に大切な深い関係の友人が欲しい。,親密性,,
102,TellIing a lie should not be forgiven absolutely.,嘘をつくことは、決して許されないことである。,信念,,
103,I always make new friends.,常に新しい友人を作っている。,社交性,,
104,I am celebrated for sense of humor.,私は、ユーモアのセンスがあることで知られている。,ポジティブ,,
105,I study my future.,私は、将来自分に起こり得るであろうことについて勉強する。,学習欲,,
106,I like to encourage others.,私は、人を励ますのが好きである。,ポジティブ,,
107,My life is like an opened book.,私はの人生には何の秘密もない。,指令性,,
108,I am frugal.,私は、倹約家である。,慎重さ,,
109,I am an accomplished person.,私は、高い成果を成し遂げる人間である。,最上志向,,
110,I am righteous.,私は、誠実な人間である。,責任感,,
111,I am a scatterbrain.,私の集中できる時間は非常に短い。,収集心,,
112,I always praise my colleague generously.,私は、仕事を一緒にする人をよく褒めたりねぎらったりする。,ポジティブ,,
113,I am stable.,私は、確固たる価値観を持っている。,信念,,
114,My life is full of joy.,私の人生は、喜びに満ちている。,ポジティブ,,
115,I like meeting which goal was set.,私は、目標を設定するための会議が好きである。,目標志向(?),,
116,I miss my friend.,私は、友人が恋しい。,親密性,,
117,I understand the causes of the current situation.,私は何によって現状がもたらされたかを理解している。,原点思考,,
118,I can not truly realize myself.,私は、自分に正直であるためには努力が必要だ。,調和性,,
119,I am cautious. I seldom talk about private life.,私的な生活について話すことには、慎重になる。,慎重さ,,
120,I got along with others well and did not make trouble when I was a child.,私は、子ども時代、適応性があり、同年代の友人や大人とは問題なくつきあえた。,適応性,,
121,I like to watch sports contest in person.,私は、スピーツの試合やイベント行くのが好きである。,活発性,,
122,I try to avoid emotional emptiness.,私は、虚無感を持つのは避けたい。,着想(?),,
123,I do not get along with dishonest people.,私は、正直でない人間とはつき合わない。,親密性,,
124,I know how to do in many situations.,どのような状況であっても、私には、なすべきことが自然と分かる。,目標志向,,
125,I do not like to get along with nervous person.,私は、リラックスの仕方を知らない人間とは一緒にいたくない。,共感性(?),,
126,I prefer challenging courses.,私は、難しい課程を選ぶ。,回復志向,,
127,Responsibility makes me powerful.,私の責任感が、私をやる気にさせる。,責任感,,
128,I urge others to be strong.,私は、人を強くする。,成長促進,,
129,I am too ambitious.,私は、野心が強すぎる。,目標志向,,
130,I am encourged by what I will experience in the future.,将来達成されうることが、私をやる気にさせる。,達成欲,,
131,I think distinctly when I complete the task to advance.,予定よりも早くやり終えるような時の方が、思考が明確である。,達成欲,,
132,I think people who steal should be punished.,盗みをする人間は、罰せられるべきであると思う。,公平性,,
133,My greatest need is to be accepted.,周囲に受け入れられることが、私にとって最も必要なことである。,自我,,
134,I am a responsible person.,私は、責任感のある人間である。,責任感,,
135,I increase knowledge by considering the past.,私は、過去からできるだけ多くのことを学ぼうとしている。,原点思考,,
136,I determined to be an influential person.,私は、世界に意味ある影響を与えなければという思い駆られている。,信念,,
137,I need people to know and understand me.,私は、自分を知ってもらい、理解してもらう必要がある。,親密性,,
138,I am quick on the uptake.,私は、起こった事に従って対応する。,適応性,,
139,I enjoy the current success.,私は、現在収めている成功を楽しむ。,適応性,,
140,I am satisfied with my life.,私は、自分の人生に満足している。,運命思考,,
141,I strive to be promoted.,私は、昇進のために全力を尽くす。,競争性,,
142,I am ready for any risks.,私は危険を敢えておかす。,活発性,,
143,I take 70% of time thinking about the future.,私は、自分の時間の7割は、将来について考えている。,未来志向,,
144,I make atmosphere harmony to colleagues.,私は、一緒に働く仲間に協調をもたらす。,調和性,,
145,I merely focus on something right.,私は、正しいことにのみ、人の注意を促す。,自己確信,,
146,I totally work over than 60 hours a week.,日中だけでなく、夕方と週末にする仕事も合わせると、私の通常の勤務時間は一週間当たり60時間を上回る。,達成欲,,
147,I am always serious.,私は、まじめである。,責任感,,
148,It is hard for me to finish a task completely.,私にとって、任務を完了させることは難しい。,収集心,,
149,I practice restraint in my friendships.,私は、慎重に友人を選ぶ。,慎重さ,,
150,I am purposeful.,私は、意思強固である。,自己確信,,
151,I want to dominate my life.,私は、自分の人生に起こることは、自らの力でコントロールしたい。,自己確信,,
152,I merely concentrate on work or studying about a hour.,私が仕事や勉強で集中できるのは、せいぜい一時間までである。,アレンジ,,
153,I always create positive results.,私は、一貫して良い成果を挙げている。,アレンジ,,
