,A,A,A,
132,もしも状況が許すのであれば、ほとんどの人がものを盗むと思う。,I think most of people would steal if circumstances is allowed.,公平性,
133,仕事にわくわくできることが、私が最も強く望むことである。,My greatest desire is to love my work.,信念,
134,私は、分別のある人間である。,I am a reasonable person.,公平性,
135,私の考えとエネルギーの大半は、今現在に振り向けられている。,I am concerned about this moment.,適応性(?),
136,最善を尽くした時には、満足を感じる。,I feel satisfied if I do my best.,アレンジ(?),
137,私は、学びたいという強い欲求を持つ。,I am strongly inquisitive.,学習欲,
138,私は、因果関係についてよく考える。,I usually think about causation.,戦略性(?),
139,私は、なぜ失敗したかを明らかにする。,I am looking for the reason how I failed.,原点思考,
140,私は、人生の中で、不満を感じる部分がある。,I am not totally satisfied with my life.,達成欲(?),責任感(?)
141,私は、自分にも相手にも責任を求める。,I persue responsibility.,信念,
142,私は、人に合わせることができる。,I get along with everyone.,調和性,
143,私は、自分の時間の1/4を、将来について考えることに費やしている。,I take 25% of time thinking about the future.,未来志向,
144,私は、友人をやる気にさせ、行動を起こさせる。,I encourage friends to excute and act.,ポジティブ(?),コミュニケーション(?)
145,必要なら、苦情を申し出る。,I express dissatisfaction if necessary.,指令性,
146,日中だけでなく、夕方と週末にする仕事も合わせると、私の通常の勤務時間は一週間あたり40-50時間になる。,I totally work 40-50 hours a week.,達成欲(?),信念
147,私は、気楽な性分である。,I always smile.,ポジティブ(?),
148,私はにとって、新たな任務に取りかかることは簡単である。,It is easy for me to excute a new task.,達成欲(?),
149,私は、誰とでもうまくつきあえる。,I get along with everyone well.,社交性,
150,私は、すぐ泣く。,I cry easily.,個別化(?),共感性(?)
151,私は、人生を見物している。,I sit on the sidelines of life .,分析思考,
152,私は、必要なら、一晩中でも仕事に集中することができる。,I concentrate my attention on work without getting rest if necessary.,達成欲(?),信念
153,私は、何事を達成するにもトップである。,My achievements are extraordinary.,競争性,
154,私は、人を出し抜くことができる。,I am more smarter than others.,競争性,
155,私は、同時に複数の事柄が進行している時、最も良い成果が出せる。,I do many things at the same time with the highest efficiency.,アレンジ,
156,とても私のことを気遣ってくれた先生やコーチがいた。,There was a teacher or coach who really concern about me.,共感性(?),
157,私は、物事に先鞭をつける（他に先んじて着手する）のが上手い。,I am good at initiating.,着想,活発性(?)
158,私は、何かプロジェクトがあった時、そのために人を募るのがうまい。,I am good at making everyone to participate event.,社交性(?),
159,私は、よく数字のことを考える。,I often think about numbers.,分析思考,
160,私は、知的な議論をより好む。,I prefer to discuss thoughts.,内省,
161,私が使う言葉は、人に知的刺激を与える。,My vocabularies are philosophical.,分析思考,
162,私の使う言葉は、簡潔で、わかりやすい。,I use short vocabularies.,コミュニケーション,
163,私にとって、自分の考えを言葉することは簡単だ。,I can easily put thought into words.,コミュニケーション,
164,私は、読書が大好きである。,I love to read.,学習欲,
165,私の頭は、つねに働いている。,My brain works anytime.,内省,
166,私は、講義が好きである。,I like to listen to others.,収集心(?),
167,私は、勉強するのが好きである。,I like to learn.,学習欲,
168,私は、強い知識欲を持っている。,I strongly desire to know more.,収集心,
169,私は、いつも締め切りに間に合わせる。,I always finish work on time.,規律性,
170,一つの新しいアイディアで、私の一日が充実する。,New opinions make me excited.,着想,
171,グループの中で、他のメンバーよりも私の方が多くのアイディアを持っていることが多いようである。,I think I come up with most ideas when getting along with others.,着想,
172,私は、つねに新しい情報を吸収している。,I absorb new knowledges continuously.,収集心,
173,私にとって、勝利がすべてである。,The most important thing is to win.,競争性,
174,私の哲学が、私の人生を方向づけてくれる。,My philosophy of life guides my life.,運命思考(?),
175,毎週、少なくとも5時間は、一人になって様々なことを考えている。,I think alone at least five hours per week.,内省,
176,私は、自分の短所よりも長所の方をよく知っている。,I understand my own strengths more than weaknesses.,最上志向,
177,私は、人が自分を好いているかどうか、全く気にしない。,I do not care about whether other like me.,ポジティブ,
1,私は、ほとんどの人が好みそうな物を贈る。,I select the gift which everyone may is fond of.,包含(?),
2,私は、歴史家と交流するのが好きである。,I like to get along with someone who knows historical allusions well.,原点思考,
3,私は、人から敬愛されたい。,I want people adore me.,自我,
4,私は、ゲームに参加するのが好きである。,I enjoy participating the game.,学習欲(?),
5,私の仕事のペースは早くはないが、成果は安定している。,I execute slowly but effectively.,アレンジ(?),
6,私は、自分の改善すべき点について考える。,I ponder on what I should improve.,回復思考,
7,私は、論理的な人間である。,I am a reasonable person.,分析思考,戦略性
8,私は、色々なタイプの人間を受け入れる。,I accept to various people.,包含,
9,初めて知り合った人と、会話を始めるのはわくわくする。,To talk to strangers makes me excited.,社交性,
10,私は、能力のある人間であると感じる。,I think that I am competent.,自我(?),
11,私は、一人で物事をやり遂げる。,I work on my own.,自己確信,
12,私は、その人が成功していると実感させることができる。,I make people feel accomplished.,成長促進,
13,野心が私の人生の活力となっている。,My ambition guides my way to life.,自我(?),
14,私は、リーダーでありたい。,I want to be a leader.,自我,
15,私は、いろいろな角度から物事を見るのが大好きである。,I views things in different opinions.,着想,
16,私は、自分の価値観のために全力を尽くす。,I insist on my value.,信念,
17,私は、家族には最高のものを与えたい。,I hope my family have carefree life.,信念,
18,私は、将来について計画を立てる時間をあけている。,I spend time considering my future expressly.,未来志向,目標思考
19,私は、人を落ち着かせることができる。,I make someone calm down.,共感性,
20,私は行動を起こす前に、それが正しいことであるかを確かめる必要がある。,I excute after comfirming if I am correct.,慎重さ,
21,私は、状況に対応し、物事の全体像を見失うことはない。,"I corresponds to the situation, not losing sight of the overall picture of things.",分析思考,
22,私にとって、偶然は、まさに「運」や「チャンス」、「まぐれ」など思いがけない出来事である。,"In my opinion, COINCIDENCE is just a fluke. ",運命思考,
23,私は、聞き上手である。,I am a good listener.,共感性,
24,人に、ほめられたり、表彰されることが好きである。,I like to be commended.,包含(?),
25,私は、仕事をするのが好きである。,I like to work.,達成欲(?),
26,私は、創造的、戦略的な考え方をする人間であり、自ずと問題やパターンが見えて来る。,"I am innovative and have strategic vision, I understand the issues also the rules.",戦略性,
27,私には、状況に影響を及ぼしている全ての要因がわかる。,I understand all the factors that affect the situation.,分析思考,
28,私は、人と人の間をとりもつのが得意である。,I connect interpersonal communication.,包含,
29,私は、高名なリーダーの前では、怖じ気づいてしまう。,I feel insignificant in front of a big shot.,自我(?),
30,私には、どんな人でも愛せる能力がある。,I am able to love everyone.,包含,
31,私は、人を幸せにする。,I bring joy to others.,個別化(?),包含(?)
32,私は、同僚や友人に比べ、大人である。,I am more maturer than my colleagues or friends.,指令性(?),
33,私は、人のために段取りや下準備をして上げるのが好きである。,I like to arrange things for others.,収集心,
34,私の将来は、過去には依存しないと思う。,My future has nothing to do with my past.,適応性(?),
35,私は、現実的な人間である。,I get my feet back on the ground.,指令性,
36,仕事は、生計を立てるための手段にすぎない。,I work just for earning my bread.,アレンジ(?),
37,私が何か間違いを犯したと思ったとき、強い罪悪感を感じる。,I feel guilty when I think I did something wrong.,責任感,
38,私は、分析するタイプである。,I analyze. ,分析思考,
39,私が相手の話によく耳を傾けるため、彼らは理解してもらえたと感じる。,"I listen to others, so that they feel that being understood.",個別化,調和性
40,私は、一生懸命に物事を成し遂げていく人とつきあいたい。,I prefer to associate with whom is diligent and successful.,達成欲,
41,私は、相手が成功していると感じさせるのが楽しい。,I like to make people feel accomplished.,成長促進,
42,私は、十分調査された、正確な情報を用いる。,I adopt a reliable and accurate information.,分析思考,
43,私は、人類すべての人々とつながりを持っていると信じている。,I believe I link up all human beings in the world.,社交性,
44,私は、友人にアドバイスを求められる。,Friends always ask me for advice.,共感性(?),
45,取り残されている人がいると、気の毒に思う。,I feel uncomfortable if someone is edged out.,包含,
46,私は、スタミナがあり、ほとんどの人より、常により多く長く働くことで知られている。,"I am patient, everyone knows that I spend more time in work than other do.",目標志向,
47,人間についての考察なら、どんなものにも興味がある。,Anythings humanistic strongly attract me.,運命思考(?),
48,私は、非常に頑固な人間である。,I am very stubborn.,指令性,
49,私は、何か学ぶことによって成長する。,I learn and grow through.,学習欲,
50,私は、1日1日の積み重ねにより将来を発見していくと思う。,I become mature bygo step by step learing.,適応性,
51,私は、将来起こることに、自分がどのように対応するかを想像してみる。,I would imagine how to deal with what might be happened in the future.,戦略性,
52,人の目標を知ることで、よい関係を築ける。,I get along with people well after understanding their goal.,収集心(?),
53,私は、友人は慎重に選んでいる。,I practice restraint in my friendships.,慎重さ,
54,信頼できる専門家で成功した人と認められることは、私にとって非常に重要である。,It is important to me to be regarded as reliable and successful person.,自我,
55,50年後の世界人口の構成がどうなっているかを理解することは楽しい。,I like to learn about the world population prospect in 50 years.,収集心,
56,私は自分の自制に影響を及ぼすような問題に熱心に取り組む。,I have enthusiasm about incidents which inflence me.,回復思考(?),
57,私は自分の弱点を克服することにより前進する。,I improve by overcoming my weakness.,回復思考,
58,私は、状況に応じて行動することを好む。,I like to go with the flow.,対応性,
59,私は、物事を行うのに決まったやり方を定める。,I do things in routine.,規律性,
60,涙は、私の人生に存在する。,Tears are a part of my life.,共感性,
61,私は、掃除するのが楽しい。,I like cleaning.,規律性,
62,幸せはお金ではない。,Money does not equal to happiness.,運命思考(?),信念
63,私は、人から意見を求められる。,Others ask me for advices.,指令性,
64,私は、一人一人の個性を見出し、それぞれにあった方法で意欲づけることが重要であると信じている。,I am convinced that I should understand everyone's characteristics and praise them individually.,個別化,
65,私には、自然に回答と重要な点が見えてくる。,Answer would appear even I do nothing.,回復志向,アレンジ
66,私は、よく見極めた上で褒める。,I have always been very careful to praise others.,慎重さ,
67,私は、競争で、トップグループの中に入れれば満足である。,I am satisfied if lead someone in a competition.,競争性,
68,私には、様々なタイプ人間を同時に扱う才能がある。,I treat different people equally.,包含(?),
69,私は、スリルを追い求めるタイプである。,I am an an adventurist.,活発性,
70,私は、同僚とスケールの大きいアイディアについて話し合うのが楽しい。,I like to talk with colleagues.,運命思考,着想
71,私には、嫌いな人がいる。彼らとは気が合わない。,I do not like some people with no reason.,ポジティブ(?),
72,重要な決定を下すときは、頭で考える。,I make major decisions depends on sanity.,内省,
73,私は、物事を優先づけてから行動する。,I set the priority then take actions.,目標思考,
74,私は、皆に好かれたい。,I want everyone to like me.,包含,
75,使命感が私の強い動機付けになる。,I am dedicated in completing my mission.,信念,
76,私が毎日することは、私以外の外部要因で決められる。,My duty depends on demand several elements every day.,調和性,
77,私は、将来のために生きている。,I live for the future.,未来志向,
78,私は、興味ある事柄であれば、それに集中することができる。,I am able to focus on what I am interested in.,学習欲,
79,私は、大人とつきあう方を好む。,I prefer to deal with adults.,戦略性(?),
80,私は、チームメンバーとして働く方を好む。,I prefer teamwork.,調和性,適応性
81,私は、自分の内面を見つめる人間である。,I do self-examination.,内省,
82,私は、生き生きとした人間である。,I am ebullient.,ポジティブ,
83,私は、暴力を一掃することについて熱心である。,I am full of enthusiasm for justice.,調和性(?),公平性(?)
84,私は、人の話を聞くのが好きである。,I like to listen to what people saying.,調和性(?),
85,私は、良いコーチである。,I am a good coach.,指令性(?),
86,私は、自分の将来が不安だ。,I am worried about my future.,未来志向,
87,私は、考えるのが好きである。,I like thinking.,内省,
88,私は、物語を最後まで成し遂げるタイプである。,I can complete all the things.,目的思考,
89,私は、創造的、戦略的なものの考え方をする人間である。,My thinking ways are creative and strategic.,戦略性,着想
90,私は、自分の長所を認めてくれる人を選び、付き合う。,I am looking for who appreciate my strengths.,最上志向,
91,私は、人のために自分を犠牲にしなければならないと感じる。,I think it is necessary to sacrifice for others.,信念(?),
92,私は、友人と一生懸命仕事をするのが好きである。,I like to work with friends.,信念(?),
93,私は、自分のことを話すのは苦手である。,It is difficult to me to talk abou find it difficult for others to talk about myself to others.,慎重さ,
94,私は、まじめな人間である。,I am a serious person.,慎重さ,運命思考
95,私は、外出するのが大好きである。,I love to go outside.,活発性,
96,間違いがないかどうか、必要なだけ確かめるのが私の性格である。,I used to check repeatedly to ensure that everything in organization.,慎重さ,
97,私は、皆を平等に扱う。,I treat everyone equally.,公平性,
98,私は、自分の才能をのばしていくことにより、物事をやり遂げる。,I enfance my ability to success.,最上志向,
99,困難な状況下で、完璧に物事を行わなければならない時、私は、自分で全てをやろうとせずに、チームメンバーたちの力を借りようとする。,"When encounter dilemma but to complete the mission, I almost rely on teamwork.",調和性(?),
100,私は、必要があれば、外向的になれる。,I become outgoing if necessary.,内省,
101,自分にとって非常に大切な深い関係の友人が欲しい。,"Compare to the amout of friends, I would like sincere friends. ",親密性,
102,嘘をつくことは、決して許されないことである。,TellIing a lie should not be forgiven absolutely.,信念,
103,常に新しい友人を作っている。,I always make new friends.,社交性,
104,私は、ユーモアのセンスがあることで知られている。,I am celebrated for sense of humor.,ポジティブ,社交性
105,私は、将来自分に起こり得るであろうことについて勉強する。,I study my future.,学習欲,
106,私は、人を励ますのが好きである。,I like to encourage others.,共感性,
107,私はの人生には何の秘密もない。,My life is like an opened book.,公平性(?),
108,私は、倹約家である。,I am frugal.,慎重さ,
109,私は、高い成果を成し遂げる人間である。,I am an accomplished person.,自我,
110,私は、誠実な人間である。,I am righteous.,慎重さ,運命思考
111,私の集中できる時間は非常に短い。,I am a scatterbrain.,着想,
112,私は、仕事を一緒にする人をよく褒めたりねぎらったりする。,I always praise my colleague generously.,調和性,
113,私は、確固たる価値観を持っている。,I am stable.,信念,
114,私の人生は、喜びに満ちている。,My life is full of joy.,ポジティブ,
115,私は、目標を設定するための会議が好きである。,I like meeting which goal was set.,目標思考(?),
116,私は、友人が恋しい。,I miss my friend.,親密性,
117,私は何によって現状がもたらされたかを理解している。,I understand the causes of the current situation.,運命思考(?),
118,私は、自分に正直であるためには努力が必要だ。,I can not truly realize myself.,調和性,
119,私的な生活について話すことには、慎重になる。,I am cautious. I seldom talk about private life.,慎重さ,
120,私は、子ども時代、適応性があり、同年代の友人や大人とは問題なくつきあえた。,I got along with others well and did not make trouble when I was a child.,適応性,
121,私は、スピーツの試合やイベント行くのが好きである。,I like to watch sports contest in person.,活発性,
122,私は、虚無感を持つのは避けたい。,I try to avoid emotional emptiness.,目的思考,
123,私は、正直でない人間とはつき合わない。,I do not get along with dishonest people.,信念,
124,どのような状況であっても、私には、なすべきことが自然と分かる。,I know how to do in many situations.,適応性,
125,私は、リラックスの仕方を知らない人間とは一緒にいたくない。,I do not like to get along with nervous person.,信念,
126,私は、難しい課程を選ぶ。,I prefer challenging courses.,回復思考,
127,私の責任感が、私をやる気にさせる。,Responsibility makes me powerful.,責任感,
128,私は、人を強くする。,I urge others to be strong.,ポジティブ,
129,私は、野心が強すぎる。,I am too ambitious.,自我,
130,将来達成されうることが、私をやる気にさせる。,I am encourged by what I will experience in the future.,達成欲,
131,予定よりも早くやり終えるような時の方が、思考が明確である。,I think distinctly when I complete the task to advance.,達成欲,
132,盗みをする人間は、罰せられるべきであると思う。,I think people who steal should be punished.,公平性,
133,周囲に受け入れられることが、私にとって最も必要なことである。,My greatest need is to be accepted.,自我,
134,私は、責任感のある人間である。,I am a responsible person.,責任感,
135,私は、過去からできるだけ多くのことを学ぼうとしている。,I increase knowledge by considering the past.,原点思考,
136,私は、世界に意味ある影響を与えなければという思い駆られている。,I determined to be an influential person.,自我(?),
137,私は、自分を知ってもらい、理解してもらう必要がある。,I need people to know and understand me.,自我(?),
138,私は、起こった事に従って対応する。,I am quick on the uptake.,適応性,
139,私は、現在収めている成功を楽しむ。,I enjoy the current success.,達成欲(?),
140,私は、自分の人生に満足している。,I am satisfied with my life.,調和性(?),
141,私は、昇進のために全力を尽くす。,I strive to be promoted.,自我,
142,私は危険を敢えておかす。,I am ready for any risks.,活発性,自己確信
143,私は、自分の時間の7割は、将来について考えている。,I take 70% of time thinking about the future.,未来志向,
144,私は、一緒に働く仲間に協調をもたらす。,I make atmosphere harmony to colleagues.,包含,
145,私は、正しいことにのみ、人の注意を促す。,I merely focus on something right.,公平性(?),
146,日中だけでなく、夕方と週末にする仕事も合わせると、私の通常の勤務時間は一週間当たり60時間を上回る。,I totally work over than 60 hours a week.,達成欲(?),責任感
147,私は、まじめである。,I am always serious.,慎重さ,運命思考(?)
148,私にとって、任務を完了させることは難しい。,It is hard for me to finish a task completely.,慎重さ,
149,私は、慎重に友人を選ぶ。,I practice restraint in my friendships.,慎重さ,
150,私は、意思強固である。,I am purposeful.,自己確信,
151,私は、自分の人生に起こることは、自らの力でコントロールしたい。,I want to dominate my life.,自己確信,
152,私が仕事や勉強で集中できるのは、せいぜい一時間までである。,I merely concentrate on work or studying about a hour.,着想(?),
153,私は、一貫して良い成果を挙げている。,I always create positive results.,自己確信(?),
154,多くの人が私を怖じ気づかせる。,I feel I am nothing when being in front of a lot of people.,慎重さ(?),
155,一度に一つのことに集中するのが、私のやり方である。,I merly concentrate on doing one thing at a time.,目標思考,
156,先生が私を気に入っていたかどうかは、問題ではない。,I do not care about if there is a teacher like me.,ポジティブ,
